OrderNumber,Amount,Products
HKLZM63117,2,快乐儿童餐B
HKLZM63117,3,海苔岩烧大鸡腿饭
HKLZM63117,4,新春特餐
HKLZM63063,1,快乐儿童餐B
HKLZM63063,2,劲脆鸡腿堡
HKLZM63079,1,桃之恋乌龙茶
HKLZM63079,2,圣代（草莓）
HKLZM63078,1,桃之恋乌龙茶
HKLZM63078,2,小龙虾双人套餐
HKLZM63061,1,超值全家桶
HKLZM63061,2,拿铁咖啡
HKLZM63061,3,九龙金玉珍珠奶茶
HKLZM63076,1,拿铁咖啡
HKLZM63076,2,榛果风味拿铁(热)
HKLZM63076,3,圣代（草莓）
HKLZM63104,1,青金桔鲜果茶
HKLZM63104,2,恋桃乌龙茶
HKLZM63111,1,劲爆鸡米花(大/小)
HKLZM63111,2,翅桶(10翅1桶)
HKLZM63111,3,双层鸡排堡单人套餐
HKLZM63111,4,小食拼盘
HKLZM63075,1,榛果风味拿铁(热)
HKLZM63106,1,青金桔鲜果茶
HKLZM63106,2,吮指原味鸡
HKLZM63106,3,拿铁咖啡
HKLZM63106,4,九龙金玉珍珠奶茶
HKLZM63106,5,小食拼盘套餐
HKLZM63107,1,青金桔鲜果茶
HKLZM63107,2,新春特餐
HKLZM63105,1,青金桔鲜果茶
HKLZM63102,1,上校鸡块
HKLZM63066,1,小龙虾双人套餐
HKLZM63066,2,九龙金玉珍珠奶茶
HKLZM63101,1,圣代（巧克力）
HKLZM63101,2,新春特餐
HKLZM63084,1,快乐儿童餐B
HKLZM63074,1,双层鸡排堡单人套餐
HKLZM63074,2,劲脆鸡腿堡
HKLZM63118,1,热辣香骨鸡
HKLZM63113,1,青金桔鲜果茶
HKLZM63113,2,恋桃乌龙茶
HKLZM63093,1,双层鸡排堡单人套餐
HKLZM63093,2,九龙金玉珍珠奶茶
HKLZM63064,1,快乐儿童餐B
HKLZM63092,1,超值全家桶
HKLZM63099,1,圣代（巧克力）
HKLZM63099,2,劲脆鸡腿堡
HKLZM63099,3,新春特餐
HKLZM63100,1,圣代（巧克力）
HKLZM63100,2,翅桶(10翅1桶)
HKLZM63100,3,双层鸡排堡单人套餐
HKLZM63100,4,快乐儿童餐B
HKLZM63100,5,海苔岩烧大鸡腿饭
HKLZM63100,6,葡式蛋挞
HKLZM63067,1,快乐儿童餐A
HKLZM63067,2,快乐儿童餐B
HKLZM63067,3,新春特餐
HKLZM63329,1,愤怒的汉堡套餐
HKLZM63329,2,九龙金玉珍珠奶茶
HKLZM63329,3,土豆泥
HKLZM63307,1,珍宝糯米翅
HKLZM63307,2,小龙虾双人套餐
HKLZM63344,1,圣代（巧克力）
HKLZM63344,2,翅桶(10翅1桶)
HKLZM63344,3,双层鸡排堡单人套餐
HKLZM63344,4,新奥尔良烤鸡腿堡
HKLZM63344,5,劲脆鸡腿堡
HKLZM63360,1,热辣香骨鸡
HKLZM63360,2,海苔岩烧大鸡腿饭
HKLZM63303,1,珍宝糯米翅
HKLZM63304,1,吮指原味鸡
HKLZM63304,2,拿铁咖啡
HKLZM63304,3,劲脆鸡腿堡
HKLZM63304,4,新奥尔良烤鸡腿堡
HKLZM63305,1,双层鸡排堡单人套餐
HKLZM63305,2,新春特餐
HKLZM63334,1,新春特餐
HKLZM63334,2,劲脆鸡腿堡
HKLZM63330,1,愤怒的汉堡套餐
HKLZM63340,1,嫩牛五方
HKLZM63340,2,愤怒的汉堡套餐
HKLZM63340,3,小龙虾双人套餐
HKLZM63340,4,九龙金玉珍珠奶茶
HKLZM63341,1,嫩牛五方
HKLZM63341,2,愤怒的汉堡套餐
HKLZM63341,3,九龙金玉珍珠奶茶
HKLZM63294,1,珍宝糯米翅
HKLZM63297,1,小龙虾双人套餐
HKLZM63297,2,九龙金玉珍珠奶茶
HKLZM63333,1,香辣鸡腿堡
HKLZM63333,2,快乐儿童餐B
HKLZM63333,3,快乐儿童餐A
HKLZM63333,4,新春特餐
HKLZM63349,1,嫩牛五方
HKLZM63318,1,香辣鸡腿堡
HKLZM63318,2,小食拼盘
HKLZM63298,1,薯条
HKLZM63298,2,榛果风味拿铁(热)
HKLZM63298,3,拿铁咖啡
HKLZM63298,4,芙蓉荟蔬汤
HKLZM63350,1,嫩牛五方
HKLZM63350,2,小龙虾双人套餐
HKLZM63350,3,愤怒的汉堡套餐
HKLZM63350,4,香辣鸡腿堡
HKLZM63350,5,快乐儿童餐A
HKLZM63319,1,香辣鸡腿堡
HKLZM63319,2,小食拼盘
HKLZM63319,3,香甜粟米棒
HKLZM63316,1,小龙虾双人套餐
HKLZM63316,2,小食拼盘套餐
HKLZM63346,1,百事可乐
HKLZM63346,2,吮指原味鸡
HKLZM63299,1,九龙金玉乌龙奶茶
HKLZM63299,2,新春特餐
HKLZM63310,1,香辣鸡翅
HKLZM63342,1,嫩牛五方
HKLZM63342,2,快乐儿童餐B
HKLZM63342,3,快乐儿童餐A
HKLZM63342,4,新春特餐
HKLZM63338,1,嫩牛五方
HKLZM63339,1,嫩牛五方
HKLZM63339,2,快乐儿童餐A
HKLZM63339,3,芙蓉荟蔬汤
HKLZM63339,4,快乐儿童餐B
HKLZM63362,1,劲爆鸡米花(大/小)
HKLZM63362,2,新春特餐
HKLZM63301,1,嫩牛五方
HKLZM63301,2,香辣鸡腿堡
HKLZM63301,3,新奥尔良烤鸡腿堡
HKLZM63314,1,小龙虾双人套餐
HKLZM63314,2,九龙金玉珍珠奶茶
HKLZM63337,1,九龙金玉乌龙奶茶
HKLZM63337,2,快乐儿童餐A
HKLZM63337,3,快乐儿童餐B
HKLZM63337,4,恋桃乌龙茶
HKLZM63317,1,小龙虾双人套餐
HKLZM63317,2,小食拼盘
HKLZM63320,1,小龙虾双人套餐
HKLZM63320,2,珍宝糯米翅
HKLZM63320,3,新春特餐
HKLZM63313,1,快乐儿童餐B
HKLZM63313,2,劲脆鸡腿堡
HKLZM63302,1,嫩牛五方
HKLZM63302,2,新春特餐
HKLZM63302,3,劲脆鸡腿堡
HKLZM63300,1,嫩牛五方
HKLZM63300,2,快乐儿童餐A
HKLZM63300,3,快乐儿童餐B
HKLZM63331,1,香辣鸡腿堡
HKLZM63331,2,香甜粟米棒
HKLZM63331,3,小食拼盘套餐
HKLZM63357,1,百事可乐
HKLZM63357,2,新春特餐
HKLZM63361,1,劲爆鸡米花(大/小)
HKLZM63347,1,薯条
HKLZM63347,2,榛果风味拿铁(热)
HKLZM63347,3,拿铁咖啡
HKLZM63347,4,圣代（草莓）
HKLZM63309,1,桃之恋乌龙茶
HKLZM63309,2,小龙虾双人套餐
HKLZM63309,3,香甜粟米棒
HKLZM63335,1,深海鳕鱼堡
HKLZM63335,2,新春特餐
HKLZM63321,1,吮指原味鸡
HKLZM63321,2,九龙金玉珍珠奶茶
HKLZM63321,3,小食拼盘套餐
HKLZM63295,1,超值全家桶
HKLZM63295,2,拿铁咖啡
HKLZM63336,1,九龙金玉乌龙奶茶
HKLZM63336,2,小龙虾双人套餐
HKLZM63336,3,珍宝糯米翅
HKLZM63336,4,新春特餐
HKLZM63348,1,薯条
HKLZM63348,2,拿铁咖啡
HKLZM63348,3,榛果风味拿铁(热)
HKLZM63348,4,九龙金玉珍珠奶茶
HKLZM63356,1,青金桔鲜果茶
HKLZM63356,2,新春特餐
HKLZM63356,3,葡式蛋挞
HKLZM63358,1,青金桔鲜果茶
HKLZM63358,2,吮指原味鸡
HKLZM63358,3,拿铁咖啡
HKLZM63358,4,葡式蛋挞
HKLZM63353,1,劲爆鸡米花(大/小)
HKLZM63353,2,新春特餐
HKLZM63353,3,新奥尔良烤鸡腿堡
HKLZM63323,1,快乐儿童餐B
HKLZM63325,1,拿铁咖啡
HKLZM63325,2,新春特餐
HKLZM63355,1,热辣香骨鸡
HKLZM63355,2,海苔岩烧大鸡腿饭
HKLZM63355,3,快乐儿童餐B
HKLZM63355,4,新春特餐
HKLZM63354,1,热辣香骨鸡
HKLZM63354,2,快乐儿童餐B
HKLZM63354,3,海苔岩烧大鸡腿饭
HKLZM63327,1,双层鸡排堡单人套餐
HKLZM63327,2,翅桶(10翅1桶)
HKLZM63327,3,新春特餐
HKLZM63359,1,青金桔鲜果茶
HKLZM63359,2,劲脆鸡腿堡
HKLZM63359,3,新奥尔良烤鸡腿堡
HKLZM63312,1,快乐儿童餐B
HKLZM63312,2,小食拼盘
HKLZM63312,3,新奥尔良烤鸡腿堡
HKLZM63296,1,小龙虾双人套餐
HKLZM63296,2,新春特餐
HKLZM63296,3,恋桃乌龙茶
HKLZM63296,4,劲脆鸡腿堡
HKLZM63311,1,快乐儿童餐B
HKLZM63311,2,新春特餐
HKLZM63308,1,小龙虾双人套餐
HKLZM63308,2,珍宝糯米翅
HKLZM63308,3,香辣鸡腿堡
HKLZM63328,1,超值全家桶
HKLZM63332,1,海苔岩烧大鸡腿饭
HKLZM63332,2,快乐儿童餐B
HKLZM63332,3,恋桃乌龙茶
HKLZM63332,4,劲脆鸡腿堡
HKLZM63351,1,上校鸡块
HKLZM63351,2,翅桶(10翅1桶)
HKLZM63351,3,双层鸡排堡单人套餐
HKLZM63352,1,劲爆鸡米花(大/小)
HKLZM63352,2,海苔岩烧大鸡腿饭
HKLZM63352,3,快乐儿童餐B
HKLZM63352,4,小食拼盘
HKLZM63306,1,翅桶(10翅1桶)
HKLZM63306,2,双层鸡排堡单人套餐
HKLZM63306,3,劲脆鸡腿堡
HKLZM63324,1,拿铁咖啡
HKLZM63324,2,九龙金玉珍珠奶茶
HKLZM63315,1,小龙虾双人套餐
HKLZM63315,2,香甜粟米棒
HKLZM63315,3,葡式蛋挞
HKLZM63345,1,圣代（巧克力）
HKLZM63345,2,新春特餐
HKLZM63343,1,圣代（巧克力）
HKLZM63343,2,香甜粟米棒
HKLZM63326,1,翅桶(10翅1桶)
HKLZM63326,2,双层鸡排堡单人套餐
HKLZM63326,3,新春特餐
HKLZM63322,1,恋桃乌龙茶
HKLZM63409,1,嫩牛五方
HKLZM63409,2,新春特餐
HKLZM63373,1,九龙金玉珍珠奶茶
HKLZM63423,1,劲爆鸡米花(大/小)
HKLZM63423,2,海苔岩烧大鸡腿饭
HKLZM63423,3,快乐儿童餐B
HKLZM63423,4,新春特餐
HKLZM63402,1,新奥尔良烤鸡腿堡
HKLZM63400,1,劲脆鸡腿堡
HKLZM63367,1,薯条
HKLZM63367,2,新春特餐
HKLZM63372,1,嫩牛五方
HKLZM63372,2,愤怒的汉堡套餐
HKLZM63411,1,嫩牛五方
HKLZM63411,2,小食拼盘
HKLZM63410,1,嫩牛五方
HKLZM63410,2,香辣鸡腿堡
HKLZM63410,3,新春特餐
HKLZM63378,1,快乐儿童餐A
HKLZM63378,2,快乐儿童餐B
HKLZM63378,3,恋桃乌龙茶
HKLZM63424,1,圣代（巧克力）
HKLZM63424,2,海苔岩烧大鸡腿饭
HKLZM63424,3,快乐儿童餐B
HKLZM63368,1,深海鳕鱼堡
HKLZM63368,2,香辣鸡翅
HKLZM63368,3,圣代（草莓）
HKLZM63366,1,恋桃乌龙茶
HKLZM63366,2,劲脆鸡腿堡
HKLZM63388,1,小龙虾双人套餐
HKLZM63363,1,吮指原味鸡
HKLZM63363,2,九龙金玉珍珠奶茶
HKLZM63404,1,嫩牛五方
HKLZM63404,2,香辣鸡腿堡
HKLZM63404,3,恋桃乌龙茶
HKLZM63403,1,嫩牛五方
HKLZM63403,2,愤怒的汉堡套餐
HKLZM63403,3,香辣鸡腿堡
HKLZM63403,4,九龙金玉珍珠奶茶
HKLZM63403,5,香甜粟米棒
HKLZM63379,1,葡式蛋挞
HKLZM63379,2,香辣鸡翅
HKLZM63389,1,吮指原味鸡
HKLZM63389,2,拿铁咖啡
HKLZM63371,1,嫩牛五方
HKLZM63371,2,九龙金玉珍珠奶茶
HKLZM63382,1,快乐儿童餐B
HKLZM63382,2,香甜粟米棒
HKLZM63369,1,嫩牛五方
HKLZM63369,2,小食拼盘
HKLZM63370,1,嫩牛五方
HKLZM63370,2,小食拼盘
HKLZM63405,1,劲爆鸡米花(大/小)
HKLZM63401,1,香辣鸡腿堡
HKLZM63401,2,快乐儿童餐A
HKLZM63401,3,快乐儿童餐B
HKLZM63401,4,新奥尔良烤鸡腿堡
HKLZM63401,5,劲脆鸡腿堡
HKLZM63381,1,快乐儿童餐B
HKLZM63381,2,小食拼盘
HKLZM63381,3,圣代（草莓）
HKLZM63416,1,百事可乐
HKLZM63416,2,吮指原味鸡
HKLZM63384,1,快乐儿童餐B
HKLZM63422,1,劲爆鸡米花(大/小)
HKLZM63364,1,香辣鸡腿堡
HKLZM63364,2,香甜粟米棒
HKLZM63383,1,快乐儿童餐B
HKLZM63383,2,小食拼盘
HKLZM63383,3,香甜粟米棒
HKLZM63377,1,香辣鸡翅
HKLZM63377,2,恋桃乌龙茶
HKLZM63415,1,青金桔鲜果茶
HKLZM63387,1,小龙虾双人套餐
HKLZM63387,2,九龙金玉珍珠奶茶
HKLZM63392,1,桃之恋乌龙茶
HKLZM63392,2,小龙虾双人套餐
HKLZM63390,1,超值全家桶
HKLZM63390,2,拿铁咖啡
HKLZM63390,3,新春特餐
HKLZM63394,1,快乐儿童餐B
HKLZM63391,1,葡式蛋挞
HKLZM63391,2,快乐儿童餐B
HKLZM63408,1,薯条
HKLZM63408,2,海苔岩烧大鸡腿饭
HKLZM63408,3,快乐儿童餐B
HKLZM63408,4,劲脆鸡腿堡
HKLZM63386,1,小龙虾双人套餐
HKLZM63386,2,九龙金玉珍珠奶茶
HKLZM63386,3,土豆泥
HKLZM63365,1,小龙虾双人套餐
HKLZM63398,1,超值全家桶
HKLZM63398,2,恋桃乌龙茶
HKLZM63398,3,劲脆鸡腿堡
HKLZM63376,1,快乐儿童餐A
HKLZM63376,2,快乐儿童餐B
HKLZM63395,1,快乐儿童餐B
HKLZM63395,2,劲脆鸡腿堡
HKLZM63395,3,恋桃乌龙茶
HKLZM63418,1,热辣香骨鸡
HKLZM63418,2,快乐儿童餐B
HKLZM63418,3,海苔岩烧大鸡腿饭
HKLZM63418,4,新春特餐
HKLZM63413,1,热辣香骨鸡
HKLZM63413,2,海苔岩烧大鸡腿饭
HKLZM63413,3,快乐儿童餐B
HKLZM63414,1,热辣香骨鸡
HKLZM63414,2,芙蓉荟蔬汤
HKLZM63385,1,小龙虾双人套餐
HKLZM63385,2,小食拼盘
HKLZM63412,1,热辣香骨鸡
HKLZM63412,2,快乐儿童餐B
HKLZM63412,3,海苔岩烧大鸡腿饭
HKLZM63412,4,小食拼盘
HKLZM63406,1,百事可乐
HKLZM63406,2,恋桃乌龙茶
HKLZM63421,1,劲爆鸡米花(大/小)
HKLZM63421,2,快乐儿童餐B
HKLZM63421,3,海苔岩烧大鸡腿饭
HKLZM63421,4,新春特餐
HKLZM63407,1,青金桔鲜果茶
HKLZM63407,2,快乐儿童餐B
HKLZM63407,3,海苔岩烧大鸡腿饭
HKLZM63407,4,劲脆鸡腿堡
HKLZM63393,1,超值全家桶
HKLZM63393,2,拿铁咖啡
HKLZM63393,3,九龙金玉珍珠奶茶
HKLZM63419,1,热辣香骨鸡
HKLZM63419,2,超值全家桶
HKLZM63419,3,拿铁咖啡
HKLZM63375,1,翅桶(10翅1桶)
HKLZM63375,2,双层鸡排堡单人套餐
HKLZM63375,3,九龙金玉珍珠奶茶
HKLZM63374,1,翅桶(10翅1桶)
HKLZM63374,2,双层鸡排堡单人套餐
HKLZM63374,3,九龙金玉珍珠奶茶
HKLZM63420,1,热辣香骨鸡
HKLZM63399,1,双层鸡排堡单人套餐
HKLZM63399,2,新奥尔良烤鸡腿堡
HKLZM63417,1,青金桔鲜果茶
HKLZM63417,2,新春特餐
HKLZM63417,3,劲脆鸡腿堡
HKLZM63380,1,香辣鸡翅
HKLZM63380,2,劲脆鸡腿堡
HKLZM63397,1,超值全家桶
HKLZM63396,1,翅桶(10翅1桶)
HKLZM63396,2,双层鸡排堡单人套餐
HKLZM63396,3,新春特餐
HKLZM63431,1,新春特餐
HKLZM63431,2,葡式蛋挞
HKLZM63431,3,新奥尔良烤鸡腿堡
HKLZM63466,1,愤怒的汉堡套餐
HKLZM63466,2,九龙金玉珍珠奶茶
HKLZM63466,3,香甜粟米棒
HKLZM63429,1,海苔岩烧大鸡腿饭
HKLZM63429,2,快乐儿童餐B
HKLZM63468,1,海苔岩烧大鸡腿饭
HKLZM63468,2,快乐儿童餐B
HKLZM63468,3,新春特餐
HKLZM63493,1,劲爆鸡米花(大/小)
HKLZM63493,2,新春特餐
HKLZM63494,1,劲爆鸡米花(大/小)
HKLZM63494,2,新春特餐
HKLZM63432,1,新春特餐
HKLZM63432,2,新奥尔良烤鸡腿堡
HKLZM63432,3,葡式蛋挞
HKLZM63430,1,新春特餐
HKLZM63484,1,嫩牛五方
HKLZM63484,2,香辣鸡腿堡
HKLZM63484,3,快乐儿童餐A
HKLZM63484,4,快乐儿童餐B
HKLZM63484,5,新春特餐
HKLZM63483,1,嫩牛五方
HKLZM63483,2,快乐儿童餐A
HKLZM63483,3,快乐儿童餐B
HKLZM63467,1,小龙虾双人套餐
HKLZM63467,2,愤怒的汉堡套餐
HKLZM63467,3,快乐儿童餐B
HKLZM63467,4,快乐儿童餐A
HKLZM63471,1,嫩牛五方
HKLZM63471,2,九龙金玉珍珠奶茶
HKLZM63457,1,榛果风味拿铁(热)
HKLZM63457,2,拿铁咖啡
HKLZM63457,3,新奥尔良烤鸡腿堡
HKLZM63449,1,快乐儿童餐B
HKLZM63449,2,新奥尔良烤鸡腿堡
HKLZM63449,3,劲脆鸡腿堡
HKLZM63472,1,嫩牛五方
HKLZM63472,2,新春特餐
HKLZM63472,3,新奥尔良烤鸡腿堡
HKLZM63459,1,快乐儿童餐A
HKLZM63459,2,快乐儿童餐B
HKLZM63485,1,嫩牛五方
HKLZM63485,2,愤怒的汉堡套餐
HKLZM63481,1,嫩牛五方
HKLZM63481,2,九龙金玉珍珠奶茶
HKLZM63444,1,榛果风味拿铁(热)
HKLZM63444,2,九龙金玉珍珠奶茶
HKLZM63469,1,深海鳕鱼堡
HKLZM63469,2,小龙虾双人套餐
HKLZM63469,3,桃之恋乌龙茶
HKLZM63469,4,新春特餐
HKLZM63470,1,深海鳕鱼堡
HKLZM63470,2,香辣鸡翅
HKLZM63470,3,恋桃乌龙茶
HKLZM63470,4,劲脆鸡腿堡
HKLZM63464,1,翅桶(10翅1桶)
HKLZM63464,2,双层鸡排堡单人套餐
HKLZM63464,3,九龙金玉珍珠奶茶
HKLZM63473,1,嫩牛五方
HKLZM63473,2,快乐儿童餐B
HKLZM63473,3,快乐儿童餐A
HKLZM63473,4,劲脆鸡腿堡
HKLZM63496,1,劲爆鸡米花(大/小)
HKLZM63453,1,小龙虾双人套餐
HKLZM63453,2,九龙金玉珍珠奶茶
HKLZM63434,1,小龙虾双人套餐
HKLZM63434,2,桃之恋乌龙茶
HKLZM63434,3,新春特餐
HKLZM63434,4,葡式蛋挞
HKLZM63456,1,愤怒的汉堡套餐
HKLZM63456,2,小龙虾双人套餐
HKLZM63456,3,新春特餐
HKLZM63474,1,嫩牛五方
HKLZM63474,2,愤怒的汉堡套餐
HKLZM63474,3,小龙虾双人套餐
HKLZM63474,4,九龙金玉珍珠奶茶
HKLZM63452,1,快乐儿童餐B
HKLZM63452,2,劲脆鸡腿堡
HKLZM63428,1,嫩牛五方
HKLZM63428,2,快乐儿童餐A
HKLZM63428,3,快乐儿童餐B
HKLZM63428,4,新春特餐
HKLZM63426,1,嫩牛五方
HKLZM63426,2,九龙金玉珍珠奶茶
HKLZM63426,3,香甜粟米棒
HKLZM63495,1,劲爆鸡米花(大/小)
HKLZM63495,2,海苔岩烧大鸡腿饭
HKLZM63495,3,快乐儿童餐B
HKLZM63495,4,新春特餐
HKLZM63495,5,劲脆鸡腿堡
HKLZM63425,1,深海鳕鱼堡
HKLZM63425,2,香辣鸡腿堡
HKLZM63425,3,劲脆鸡腿堡
HKLZM63425,4,恋桃乌龙茶
HKLZM63439,1,圣代（草莓）
HKLZM63439,2,新奥尔良烤鸡腿堡
HKLZM63445,1,桃之恋乌龙茶
HKLZM63445,2,小龙虾双人套餐
HKLZM63445,3,新春特餐
HKLZM63458,1,小龙虾双人套餐
HKLZM63458,2,珍宝糯米翅
HKLZM63458,3,新春特餐
HKLZM63460,1,桃之恋乌龙茶
HKLZM63460,2,九龙金玉珍珠奶茶
HKLZM63460,3,香甜粟米棒
HKLZM63427,1,嫩牛五方
HKLZM63427,2,愤怒的汉堡套餐
HKLZM63482,1,九龙金玉乌龙奶茶
HKLZM63482,2,珍宝糯米翅
HKLZM63482,3,九龙金玉珍珠奶茶
HKLZM63436,1,香辣鸡腿堡
HKLZM63436,2,新春特餐
HKLZM63436,3,劲脆鸡腿堡
HKLZM63436,4,恋桃乌龙茶
HKLZM63435,1,香辣鸡腿堡
HKLZM63435,2,快乐儿童餐A
HKLZM63435,3,快乐儿童餐B
HKLZM63447,1,快乐儿童餐B
HKLZM63447,2,劲脆鸡腿堡
HKLZM63450,1,香辣鸡翅
HKLZM63450,2,葡式蛋挞
HKLZM63461,1,快乐儿童餐B
HKLZM63440,1,快乐儿童餐B
HKLZM63440,2,海苔岩烧大鸡腿饭
HKLZM63440,3,新春特餐
HKLZM63455,1,香辣鸡腿堡
HKLZM63446,1,香辣鸡翅
HKLZM63492,1,青金桔鲜果茶
HKLZM63492,2,新春特餐
HKLZM63490,1,青金桔鲜果茶
HKLZM63490,2,快乐儿童餐B
HKLZM63490,3,劲脆鸡腿堡
HKLZM63490,4,海苔岩烧大鸡腿饭
HKLZM63491,1,青金桔鲜果茶
HKLZM63491,2,新春特餐
HKLZM63462,1,超值全家桶
HKLZM63462,2,拿铁咖啡
HKLZM63462,3,新春特餐
HKLZM63462,4,劲脆鸡腿堡
HKLZM63433,1,桃之恋乌龙茶
HKLZM63489,1,热辣香骨鸡
HKLZM63489,2,快乐儿童餐B
HKLZM63489,3,海苔岩烧大鸡腿饭
HKLZM63489,4,芙蓉荟蔬汤
HKLZM63443,1,桃之恋乌龙茶
HKLZM63443,2,圣代（草莓）
HKLZM63437,1,快乐儿童餐B
HKLZM63437,2,新春特餐
HKLZM63488,1,上校鸡块
HKLZM63488,2,葡式蛋挞
HKLZM63488,3,新春特餐
HKLZM63465,1,翅桶(10翅1桶)
HKLZM63465,2,双层鸡排堡单人套餐
HKLZM63465,3,小食拼盘
HKLZM63465,4,新春特餐
HKLZM63476,1,劲脆鸡腿堡
HKLZM63476,2,热辣香骨鸡
HKLZM63477,1,热辣香骨鸡
HKLZM63477,2,新春特餐
HKLZM63477,3,新奥尔良烤鸡腿堡
HKLZM63487,1,劲爆鸡米花(大/小)
HKLZM63487,2,快乐儿童餐B
HKLZM63487,3,海苔岩烧大鸡腿饭
HKLZM63442,1,拿铁咖啡
HKLZM63442,2,榛果风味拿铁(热)
HKLZM63479,1,青金桔鲜果茶
HKLZM63479,2,吮指原味鸡
HKLZM63479,3,拿铁咖啡
HKLZM63479,4,新春特餐
HKLZM63480,1,青金桔鲜果茶
HKLZM63480,2,新春特餐
HKLZM63441,1,薯条
HKLZM63441,2,榛果风味拿铁(热)
HKLZM63441,3,新春特餐
HKLZM63475,1,青金桔鲜果茶
HKLZM63486,1,圣代（巧克力）
HKLZM63486,2,翅桶(10翅1桶)
HKLZM63454,1,小龙虾双人套餐
HKLZM63451,1,香辣鸡翅
HKLZM63438,1,双层鸡排堡单人套餐
HKLZM63463,1,双层鸡排堡单人套餐
HKLZM63463,2,翅桶(10翅1桶)
HKLZM63448,1,香辣鸡翅
HKLZM63478,1,热辣香骨鸡
HKLZM63478,2,新春特餐
HKLZM63478,3,恋桃乌龙茶
HKLZM63516,1,小龙虾双人套餐
HKLZM63516,2,珍宝糯米翅
HKLZM63516,3,新春特餐
HKLZM63516,4,新奥尔良烤鸡腿堡
HKLZM63497,1,快乐儿童餐B
HKLZM63497,2,海苔岩烧大鸡腿饭
HKLZM63497,3,新春特餐
HKLZM63498,1,新春特餐
HKLZM63498,2,葡式蛋挞
HKLZM63546,1,劲爆鸡米花(大/小)
HKLZM63546,2,海苔岩烧大鸡腿饭
HKLZM63546,3,快乐儿童餐B
HKLZM63546,4,新春特餐
HKLZM63510,1,双层鸡排堡单人套餐
HKLZM63510,2,新春特餐
HKLZM63547,1,劲爆鸡米花(大/小)
HKLZM63547,2,翅桶(10翅1桶)
HKLZM63547,3,双层鸡排堡单人套餐
HKLZM63549,1,劲爆鸡米花(大/小)
HKLZM63549,2,翅桶(10翅1桶)
HKLZM63507,1,劲脆鸡腿堡
HKLZM63508,1,小食拼盘套餐
HKLZM63550,1,劲爆鸡米花(大/小)
HKLZM63550,2,新春特餐
HKLZM63500,1,九龙金玉珍珠奶茶
HKLZM63528,1,双层鸡排堡单人套餐
HKLZM63528,2,新春特餐
HKLZM63528,3,新奥尔良烤鸡腿堡
HKLZM63528,4,劲脆鸡腿堡
HKLZM63533,1,嫩牛五方
HKLZM63533,2,香辣鸡腿堡
HKLZM63533,3,快乐儿童餐B
HKLZM63533,4,芙蓉荟蔬汤
HKLZM63533,5,快乐儿童餐A
HKLZM63504,1,薯条
HKLZM63504,2,快乐儿童餐B
HKLZM63504,3,海苔岩烧大鸡腿饭
HKLZM63539,1,嫩牛五方
HKLZM63539,2,九龙金玉珍珠奶茶
HKLZM63505,1,薯条
HKLZM63505,2,新春特餐
HKLZM63505,3,劲脆鸡腿堡
HKLZM63538,1,嫩牛五方
HKLZM63538,2,新春特餐
HKLZM63534,1,劲爆鸡米花(大/小)
HKLZM63534,2,海苔岩烧大鸡腿饭
HKLZM63534,3,芙蓉荟蔬汤
HKLZM63534,4,快乐儿童餐B
HKLZM63530,1,小龙虾双人套餐
HKLZM63530,2,愤怒的汉堡套餐
HKLZM63532,1,嫩牛五方
HKLZM63532,2,香辣鸡腿堡
HKLZM63532,3,葡式蛋挞
HKLZM63514,1,榛果风味拿铁(热)
HKLZM63514,2,拿铁咖啡
HKLZM63514,3,新奥尔良烤鸡腿堡
HKLZM63523,1,香辣鸡翅
HKLZM63506,1,嫩牛五方
HKLZM63506,2,新春特餐
HKLZM63502,1,榛果风味拿铁(热)
HKLZM63522,1,快乐儿童餐B
HKLZM63499,1,新奥尔良烤鸡腿堡
HKLZM63535,1,劲爆鸡米花(大/小)
HKLZM63535,2,翅桶(10翅1桶)
HKLZM63535,3,双层鸡排堡单人套餐
HKLZM63544,1,百事可乐
HKLZM63526,1,小龙虾双人套餐
HKLZM63526,2,珍宝糯米翅
HKLZM63521,1,快乐儿童餐B
HKLZM63521,2,新春特餐
HKLZM63501,1,九龙金玉珍珠奶茶
HKLZM63501,2,土豆泥
HKLZM63520,1,香辣鸡翅
HKLZM63525,1,吮指原味鸡
HKLZM63525,2,拿铁咖啡
HKLZM63525,3,九龙金玉珍珠奶茶
HKLZM63527,1,拿铁咖啡
HKLZM63527,2,九龙金玉珍珠奶茶
HKLZM63531,1,九龙金玉乌龙奶茶
HKLZM63531,2,珍宝糯米翅
HKLZM63519,1,快乐儿童餐A
HKLZM63519,2,快乐儿童餐B
HKLZM63519,3,新春特餐
HKLZM63519,4,新奥尔良烤鸡腿堡
HKLZM63519,5,葡式蛋挞
HKLZM63524,1,快乐儿童餐B
HKLZM63503,1,百事可乐
HKLZM63503,2,新春特餐
HKLZM63517,1,桃之恋乌龙茶
HKLZM63517,2,圣代（草莓）
HKLZM63543,1,热辣香骨鸡
HKLZM63543,2,快乐儿童餐B
HKLZM63543,3,海苔岩烧大鸡腿饭
HKLZM63543,4,小食拼盘
HKLZM63542,1,热辣香骨鸡
HKLZM63542,2,超值全家桶
HKLZM63536,1,百事可乐
HKLZM63537,1,百事可乐
HKLZM63537,2,拿铁咖啡
HKLZM63537,3,吮指原味鸡
HKLZM63537,4,恋桃乌龙茶
