quality,fixed acidity,volatile acidity,citric acid,residual sugar,odor,chlorides,free sulfur dioxide,total sulfur dioxide,brew,alcohol,habitat
high,D,Medium,r,yes,none,free,yes,Low,pink,mild,medium
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,canopy
high,D,Very High,b,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,r,yes,none,free,yes,Low,white,mild,medium
low,A,Very High,g,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
high,D,Medium,r,yes,none,free,yes,Low,white,mild,medium
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,canopy
high,D,Medium,g,yes,none,free,yes,Low,white,mild,medium
high,D,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,D,Very High,r,yes,none,free,yes,Low,white,mild,medium
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,canopy
high,A,Medium,r,yes,none,free,yes,Low,purple,mild,medium
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,medium
low,A,Very High,y,no,fruit,free,yes,Low,pink,strong,canopy
low,D,Very High,y,no,fruit,free,yes,Low,pink,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Very High,y,no,fruit,free,yes,Low,pink,strong,medium
high,A,Medium,g,yes,none,free,yes,Low,purple,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,purple,mild,medium
low,D,Very High,g,no,fruit,free,yes,Low,gray,strong,upper
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,medium
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,canopy
low,A,Very High,r,no,rose,free,yes,High,buff,mild,canopy
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,A,Very High,g,no,fruit,free,yes,Low,gray,strong,upper
low,A,High,g,no,violate,free,no,High,purple,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,upper
low,D,High,f,yes,fruit,free,yes,Low,pink,mild,upper
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,medium
low,A,Very High,y,no,fruit,free,yes,Low,pink,strong,medium
low,A,High,w,no,violate,free,no,High,purple,strong,medium
low,A,Very High,y,no,fruit,free,yes,Low,chocolate,strong,medium
high,D,Medium,r,yes,none,free,yes,Low,white,mild,medium
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,medium
high,D,Medium,g,yes,none,free,yes,Low,purple,mild,medium
low,A,Medium,g,no,fruit,free,yes,Low,pink,strong,medium
high,D,Very High,b,yes,none,free,yes,Low,purple,mild,medium
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,medium
low,A,High,w,no,violate,free,no,High,purple,strong,medium
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
high,D,Very High,b,yes,none,free,yes,Low,pink,mild,medium
low,A,Medium,w,no,violate,free,yes,High,purple,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,medium
low,A,Medium,p,no,violate,free,no,High,purple,strong,medium
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,canopy
high,D,Very High,r,yes,none,free,yes,Low,pink,mild,medium
low,A,Very High,y,no,fruit,free,yes,Low,gray,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Medium,g,no,violate,free,yes,High,gray,strong,medium
low,A,High,p,no,violate,free,no,High,purple,strong,medium
high,A,Medium,r,yes,none,free,yes,Low,brown,mild,medium
low,A,Very High,y,no,fruit,free,yes,Low,chocolate,strong,upper
high,D,Medium,b,yes,none,free,yes,Low,brown,mild,medium
high,D,Very High,r,yes,none,free,yes,Low,pink,mild,medium
low,D,Very High,y,no,fruit,free,yes,Low,pink,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,upper
low,A,Very High,g,no,fruit,free,yes,Low,gray,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,medium
low,D,Medium,y,no,fruit,free,yes,Low,gray,strong,canopy
high,D,Very High,g,yes,none,free,yes,Low,white,mild,medium
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,canopy
low,A,Very High,y,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,canopy
high,D,Medium,r,yes,none,free,yes,Low,purple,mild,medium
high,D,Very High,b,yes,none,free,yes,Low,pink,mild,medium
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,upper
high,D,Very High,l,no,none,free,yes,High,chocolate,strong,medium
high,D,Very High,b,yes,none,free,yes,Low,purple,mild,medium
low,D,Very High,y,no,fruit,free,yes,Low,pink,strong,upper
low,D,Medium,y,no,fruit,free,yes,Low,gray,strong,upper
low,A,Very High,g,no,fruit,free,yes,Low,gray,strong,medium
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Very High,y,no,fruit,free,yes,Low,gray,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,canopy
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,canopy
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,canopy
high,A,Medium,g,yes,none,free,yes,Low,purple,mild,medium
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
high,D,Very High,r,yes,none,free,yes,Low,pink,mild,medium
low,A,Medium,g,no,fruit,free,yes,Low,pink,strong,medium
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,medium
high,D,Very High,b,yes,none,free,yes,Low,brown,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,white,mild,medium
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,upper
high,A,Medium,r,yes,none,free,yes,Low,white,mild,medium
high,D,Medium,r,yes,none,free,yes,Low,pink,mild,medium
low,D,Very High,y,no,fruit,free,yes,Low,chocolate,strong,canopy
low,A,Medium,w,no,violate,free,yes,High,purple,strong,medium
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,medium
low,A,Very High,r,no,rose,free,yes,High,buff,mild,medium
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,canopy
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,medium
high,D,Very High,g,yes,none,free,yes,Low,purple,mild,medium
low,A,Very High,b,no,fruit,free,yes,High,buff,mild,leaves
high,D,Very High,r,yes,none,free,yes,Low,brown,mild,medium
low,B,High,f,yes,none,free,yes,Low,gray,strong,support
high,D,Medium,g,yes,none,free,yes,Low,white,mild,medium
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,upper
high,D,Very High,g,yes,none,free,yes,Low,white,mild,medium
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,gray,strong,upper
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,upper
high,D,Medium,r,yes,none,free,yes,Low,purple,mild,medium
low,A,Medium,g,no,fruit,free,yes,Low,pink,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,gray,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,upper
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,upper
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,canopy
high,D,Very High,r,yes,none,free,yes,Low,purple,mild,medium
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,medium
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,upper
high,D,Medium,b,yes,none,free,yes,Low,purple,mild,medium
low,A,Very High,y,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Very High,y,no,fruit,free,yes,Low,chocolate,strong,canopy
high,D,Very High,b,yes,none,free,yes,Low,pink,mild,medium
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,canopy
high,D,Medium,r,yes,none,free,yes,Low,pink,mild,medium
low,A,Very High,y,no,fruit,free,yes,Low,gray,strong,upper
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,A,Very High,y,no,fruit,free,yes,Low,pink,strong,medium
low,A,High,g,no,violate,free,yes,High,gray,strong,medium
high,D,Medium,g,yes,none,free,yes,Low,white,mild,medium
low,D,Very High,g,no,fruit,free,yes,Low,gray,strong,upper
low,A,Medium,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,canopy
high,D,Very High,b,yes,none,free,yes,Low,white,mild,medium
low,A,Very High,y,no,fruit,free,yes,Low,pink,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,medium
high,D,Very High,r,yes,none,free,yes,Low,white,mild,medium
high,D,Very High,r,yes,none,free,yes,Low,white,mild,medium
low,D,High,g,yes,fruit,free,yes,Low,pink,mild,top
low,A,Medium,g,no,fruit,free,yes,Low,gray,strong,canopy
low,D,Very High,g,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Very High,g,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,canopy
high,D,Very High,r,yes,none,free,yes,Low,white,mild,medium
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,upper
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,canopy
high,D,Medium,r,yes,none,free,yes,Low,pink,mild,medium
high,D,Very High,r,yes,none,free,yes,Low,pink,mild,medium
high,D,Very High,r,yes,none,free,yes,Low,brown,mild,medium
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,canopy
high,D,Very High,b,yes,none,free,yes,Low,purple,mild,medium
low,A,Very High,g,no,fruit,free,yes,Low,gray,strong,upper
high,D,Medium,g,yes,none,free,yes,Low,purple,mild,medium
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,canopy
low,A,Very High,y,no,fruit,free,yes,Low,pink,strong,medium
low,A,Very High,y,no,fruit,free,yes,Low,pink,strong,medium
high,D,Medium,c,no,none,free,no,High,white,strong,leaves
low,A,Medium,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,upper
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,upper
low,A,High,f,yes,fruit,free,yes,Low,white,mild,top
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,upper
low,D,Medium,y,no,fruit,free,yes,Low,gray,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,medium
high,D,Medium,g,yes,none,free,yes,Low,white,mild,medium
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,canopy
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,canopy
high,D,Very High,r,yes,none,free,yes,Low,purple,mild,medium
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,A,Very High,y,no,fruit,free,yes,Low,gray,strong,medium
high,D,Medium,g,yes,none,free,yes,Low,white,mild,medium
low,A,Medium,g,no,fruit,free,yes,Low,gray,strong,upper
low,A,Medium,g,no,fruit,free,yes,Low,gray,strong,canopy
high,D,Very High,b,yes,none,free,yes,Low,pink,mild,medium
high,D,Medium,g,yes,none,free,yes,Low,purple,mild,medium
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Very High,y,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,upper
low,D,High,f,yes,fruit,free,yes,Low,white,mild,top
high,D,Medium,r,yes,none,free,yes,Low,purple,mild,medium
low,A,Very High,b,no,rose,free,yes,High,buff,mild,medium
high,A,Very High,g,yes,none,free,yes,Low,brown,mild,medium
low,A,Medium,g,no,violate,free,no,High,brown,strong,medium
low,A,Medium,p,no,violate,free,no,High,brown,strong,medium
low,A,Very High,b,no,rose,free,yes,High,buff,mild,leaves
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,upper
low,A,High,g,yes,fruit,free,yes,Low,white,mild,top
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,gray,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,A,Very High,g,no,fruit,free,yes,Low,gray,strong,upper
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,upper
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,upper
low,A,Very High,y,no,fruit,free,yes,Low,pink,strong,upper
low,D,High,g,yes,fruit,free,yes,Low,chocolate,mild,top
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,upper
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,medium
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,medium
low,D,Medium,y,no,fruit,free,yes,Low,gray,strong,medium
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,canopy
high,D,Very High,r,yes,none,free,yes,Low,pink,mild,medium
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Medium,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,A,Very High,y,no,fruit,free,yes,Low,pink,strong,canopy
low,D,High,w,yes,fruit,free,yes,Low,pink,mild,top
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,medium
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,medium
low,A,Very High,y,no,fruit,free,yes,Low,gray,strong,medium
low,A,High,w,yes,fruit,free,yes,Low,chocolate,mild,upper
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,upper
low,A,High,f,yes,fruit,free,yes,Low,pink,mild,upper
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,upper
low,A,Very High,y,no,fruit,free,yes,Low,gray,strong,upper
high,D,Very High,g,yes,none,free,yes,Low,purple,mild,medium
low,D,Very High,y,no,fruit,free,yes,Low,chocolate,strong,canopy
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Very High,y,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,gray,strong,medium
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,upper
low,A,Very High,g,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Medium,p,no,violate,free,yes,High,pink,strong,medium
low,A,Very High,y,no,fruit,free,yes,Low,gray,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,upper
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,upper
low,A,Very High,g,no,fruit,free,yes,Low,gray,strong,upper
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,upper
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,A,Very High,y,no,fruit,free,yes,Low,gray,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,gray,strong,canopy
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,canopy
high,E,Very High,b,no,none,free,no,High,white,strong,leaves
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,canopy
low,A,Very High,y,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,upper
low,A,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,A,Medium,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,upper
high,D,High,p,yes,none,free,yes,Low,red,strong,lower
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,canopy
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,medium
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,gray,strong,canopy
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,upper
high,E,High,p,yes,none,free,yes,Low,red,strong,lower
low,A,Medium,y,no,fruit,free,yes,Low,pink,strong,medium
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,canopy
low,A,Very High,g,no,fruit,free,yes,Low,gray,strong,upper
low,D,Very High,y,no,fruit,free,yes,Low,gray,strong,upper
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,upper
low,D,Medium,g,no,fruit,free,yes,Low,gray,strong,medium
low,D,Medium,y,no,fruit,free,yes,Low,chocolate,strong,upper
high,D,Very High,g,yes,none,free,yes,Low,white,mild,medium
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,gray,strong,medium
low,D,Very High,g,no,fruit,free,yes,Low,gray,strong,upper
low,A,Very High,y,no,fruit,free,yes,Low,pink,strong,upper
low,A,Very High,g,no,fruit,free,yes,Low,pink,strong,upper
low,A,Very High,y,no,fruit,free,yes,Low,gray,strong,canopy
low,D,Medium,y,no,fruit,free,yes,Low,pink,strong,medium
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,upper
low,A,Very High,y,no,fruit,free,yes,Low,pink,strong,canopy
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,chocolate,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Very High,g,no,fruit,free,yes,Low,gray,strong,medium
low,D,Medium,g,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Very High,y,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Medium,g,no,fruit,free,yes,Low,pink,strong,upper
low,A,Medium,y,no,fruit,free,yes,Low,gray,strong,canopy
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,upper
low,D,Very High,g,no,fruit,free,yes,Low,chocolate,strong,upper
low,D,Very High,g,no,fruit,free,yes,Low,pink,strong,canopy
high,A,Very High,n,no,none,free,yes,High,pink,strong,medium
